 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,116266389,20,18,959,5496,517,0,47.95,124.7449925,1460,0,305.3333333,556.854295,55.51905461,0.326835643,3142334.838,4563833.589,10000000,4,116000000,6119283.632,4880348.189,10100000,4,112000000,6581222.059,4947516.894,10100000,47,0,0,0,0,412,504,0.172018759,0.154816883,0,1460,165.5128205,404.6717235,163759.2038,0,0,0,1,0,0,0,0,0,169.8684211,47.95,305.3333333,412,0,0,0,0,0,0,20,959,18,5496,8192,510,15,20,186299.0909,221280.237,853482,119177,9984757,71659.71347,10000000,9769174,BENIGN
1394,999967,2,0,0,0,0,0,0,0,0,0,0,0,0,2.000066002,999967,0,999967,999967,999967,999967,0,999967,999967,0,0,0,0,0,0,0,0,0,40,0,2.000066002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,5054,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
1425,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,510,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
443,117003049,22,21,1827,6494,645,0,83.04545455,190.1967596,1460,0,309.2380952,511.2632301,71.1178048,0.36751179,2785786.881,4403145.868,10000000,4,117000000,5571573.762,4940160.826,10100000,4,112000000,5598890.2,5101190.882,10100000,48,0,0,0,0,452,432,0.188029288,0.179482502,0,1460,189.1136364,390.9967713,152878.4752,0,0,0,1,0,0,0,0,0,193.5116279,83.04545455,309.2380952,452,0,0,0,0,0,0,22,1827,21,6494,8192,8760,16,20,197391.8182,353433.8663,1262816,87610,9982453.727,76180.21208,10000000,9752936,BENIGN
443,116342066,22,22,1840,6355,853,0,83.63636364,204.9026588,1460,0,288.8636364,549.4412136,70.43883852,0.378195106,2705629.442,4377500.299,10000000,2,116000000,5540098.381,4956506.516,10100000,3,112000000,5309729.429,5129258.714,10100000,2,0,0,0,0,452,444,0.189097553,0.189097553,0,1460,182.1111111,418.8323717,175420.5556,0,0,0,1,0,0,0,0,1,186.25,83.63636364,288.8636364,452,0,0,0,0,0,0,22,1840,22,6355,8192,40958,16,20,151635.2727,246398.6226,894555,77121,9985119.818,65905.0648,10000000,9787578,BENIGN
443,115726666,21,19,795,6300,429,0,37.85714286,102.4686712,1742,0,331.5789474,588.8684361,61.30825544,0.345642032,2967350.41,4529958.043,10000000,3,116000000,5786333.3,4920779.785,10000000,3,111000000,6139666.444,4997686.659,10000000,49,0,0,0,0,444,524,0.181462067,0.164179965,0,1742,173.0487805,428.4579297,183576.1976,0,0,0,1,0,0,0,0,0,177.375,37.85714286,331.5789474,444,0,0,0,0,0,0,21,795,19,6300,8192,123,15,20,61191.41667,104943.9129,394433,30769,9582697.167,1387526.891,10000000,5181404,BENIGN
1458,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
1453,233,2,0,0,0,0,0,0,0,0,0,0,0,0,8583.690987,233,0,233,233,233,233,0,233,233,0,0,0,0,0,0,0,0,0,40,0,8583.690987,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,40905,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
1434,5221,3,0,0,0,0,0,0,0,0,0,0,0,0,574.6025666,2610.5,3686.14765,5217,4,5221,2610.5,3686.14765,5217,4,0,0,0,0,0,0,0,0,0,60,0,574.6025666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,8760,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
443,115705065,20,19,731,5914,370,0,36.55,92.98527048,1336,0,311.2631579,547.3791944,57.43050229,0.337063896,3044870.132,4556639.062,10000000,4,116000000,6089740.263,4900073.953,10100000,4,111000000,6180957,5034700.808,10100000,48,0,0,0,0,412,524,0.17285328,0.164210616,0,1336,166.125,402.5921896,162080.4712,0,0,0,1,0,0,0,0,0,170.3846154,36.55,311.2631579,412,0,0,0,0,0,0,20,731,19,5914,8192,5680,15,20,108192.3636,100543.0722,411341,77721,10000000,7658.090251,10000000,9999552,BENIGN
1495,6106,2,0,0,0,0,0,0,0,0,0,0,0,0,327.5466754,6106,0,6106,6106,6106,6106,0,6106,6106,0,0,0,0,0,0,0,0,0,40,0,327.5466754,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,5680,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
123,62016609,2,2,96,96,48,48,48,0,48,48,48,0,3.09594483,0.064498851,20700000,35800000,62000000,16486,62000000,62000000,0,62000000,62000000,62000000,62000000,0,62000000,62000000,0,0,0,0,40,52,0.032249425,0.032249425,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,16486,0,16486,16486,62000000,0,62000000,62000000,BENIGN
443,110454406,21,23,1689,5910,472,0,80.42857143,163.5468041,1460,0,256.9565217,470.6554886,68.79761772,0.398354412,2568707.116,4347541.63,10000000,10,110000000,5521575.5,4984836.046,10000000,11255,110000000,5019601.364,5057598.521,10000000,47,0,0,0,0,432,592,0.190123697,0.208230716,0,1460,168.8666667,362.4272717,131353.5273,0,0,0,1,0,0,0,0,1,172.7045455,80.42857143,256.9565217,432,0,0,0,0,0,0,21,1689,23,5910,8192,1047,15,20,147396.3636,315978.1567,1048312,22900,9891831.818,319651.3708,10000000,8944195,BENIGN
80,112277572,17,17,875,4998,434,0,51.47058824,143.2284529,2497,0,294,706.2611946,52.3078643,0.302820941,3402350.667,4751795.828,10000000,108,112000000,7015903.063,4627778.985,10000000,24251,112000000,7015842.938,4634594.936,10000000,163,0,0,0,0,352,484,0.15141047,0.15141047,0,2497,167.8,509.8462167,259943.1647,0,0,0,1,0,0,0,0,1,172.7352941,51.47058824,294,352,0,0,0,0,0,0,17,875,17,4998,8192,980,13,20,198501.9091,536899.7795,1812413,22929,10000000,5090.05222,10000000,9991809,BENIGN
80,112293046,17,18,875,4998,434,0,51.47058824,143.2284529,1460,0,277.6666667,544.19244,52.30065627,0.311684483,3302736.647,4717286.275,10000000,47,112000000,7016871.063,4630876.824,10000000,24177,112000000,6604063,4802124.866,10000000,47,0,0,0,0,352,504,0.151389606,0.160294877,0,1460,163.1388889,408.39065,166782.923,0,0,0,1,0,0,0,0,1,167.8,51.47058824,277.6666667,352,0,0,0,0,0,0,17,875,18,4998,8192,980,13,20,197604.9091,551590.2181,1858981,22949,10000000,2499.744267,10000000,10000000,BENIGN
443,115758606,66,61,858,68318,481,0,13,65.78145635,2836,0,1119.967213,632.3248365,597.5883987,1.097110655,918719.0952,2855632.407,10000000,2,116000000,1780901.631,3806559.721,10000000,34,111000000,1847590.733,3917390.577,10000000,2,0,0,0,0,2120,1960,0.570151994,0.526958661,0,2836,540.4375,706.6117417,499300.1535,0,0,0,1,0,0,0,0,0,544.6929134,13,1119.967213,2120,0,0,0,0,0,0,66,858,61,68318,29200,357,4,32,68833,104649.4941,384363,37123,10000000,4424.48196,10000000,9996140,BENIGN
443,116414161,23,19,773,5004,393,0,33.60869565,93.08927247,1418,0,263.3684211,489.0914718,49.62454697,0.36078085,2839369.78,4475996.421,10000000,4,116000000,5291552.773,4993659.438,10100000,4,111000000,6164452.444,5010074.624,10100000,4,0,0,0,0,744,616,0.197570466,0.163210385,0,1418,134.3488372,347.2399255,120575.5659,0,0,0,1,0,0,0,0,0,137.547619,33.60869565,263.3684211,744,0,0,0,0,0,0,23,773,19,5004,29200,357,4,32,72710.75,124620.231,468433,36560,9628467.167,1326260.975,10000000,5417074,BENIGN
443,5043448,3,1,32,0,31,0,10.66666667,17.61628035,0,0,0,0,6.344865655,0.793108207,1681149.333,2891676.639,5020143,44,5043448,2521724,3566194.056,5043404,44,0,0,0,0,0,0,0,0,0,60,32,0.594831155,0.198277052,0,31,6.6,13.6491758,186.3,0,0,0,0,1,0,0,0,0,8.25,10.66666667,0,60,0,0,0,0,0,0,3,32,1,0,256,1102,1,20,23261,0,23261,23261,5020143,0,5020143,5020143,BENIGN
443,116821421,22,17,1070,5002,469,0,48.63636364,124.5428002,2760,0,294.2352941,730.7934497,51.97676888,0.333842883,3074247.921,4541165.135,10000000,3,117000000,5562924.81,4929331.411,10100000,3,112000000,6986073.5,4725916.583,10100000,195,0,0,0,0,452,352,0.188321626,0.145521257,0,2760,151.8,492.839767,242891.0359,0,0,0,1,0,0,0,0,0,155.6923077,48.63636364,294.2352941,452,0,0,0,0,0,0,22,1070,17,5002,8192,5146,15,20,175653.7273,367476.2,1283636,64576,9985963.727,63218.85176,10000000,9796818,BENIGN
443,116705852,23,23,1336,4973,526,0,58.08695652,143.3003562,1460,0,216.2173913,456.2065876,54.05898583,0.394153328,2593463.378,4309520.004,10000000,3,117000000,5304811.455,4944547.594,10100000,3,112000000,5084766.455,5099965.795,10100000,48,0,0,0,0,472,468,0.197076664,0.197076664,0,1460,134.2340426,340.6029955,116010.4006,0,0,0,1,0,0,0,0,1,137.1521739,58.08695652,216.2173913,472,0,0,0,0,0,0,23,1336,23,4973,8192,5674,16,20,184793.0909,413979.7936,1432989,59740,9984729.364,73034.81189,10000000,9765578,BENIGN
443,5059872,3,1,32,0,31,0,10.66666667,17.61628035,0,0,0,0,6.324270653,0.790533832,1686624,2901374.095,5036816,47,5059872,2529936,3577803.335,5059825,47,0,0,0,0,0,0,0,0,0,60,32,0.592900374,0.197633458,0,31,6.6,13.6491758,186.3,0,0,0,0,1,0,0,0,0,8.25,10.66666667,0,60,0,0,0,0,0,0,3,32,1,0,253,1512,1,20,23009,0,23009,23009,5036816,0,5036816,5036816,BENIGN
443,5929145,9,6,350,3045,193,0,38.88888889,71.12918607,1483,0,507.5,747.09484,572.5952055,2.529875724,423510.3571,1428494.644,5381964,41,5929145,741143.125,1877752.343,5381964,49,462353,92470.6,115944.0192,284813,216,0,0,0,0,192,124,1.517925434,1.01195029,0,1483,212.1875,494.6244661,244653.3625,0,0,0,1,0,0,0,0,0,226.3333333,38.88888889,507.5,192,0,0,0,0,0,0,9,350,6,3045,8192,30016,3,20,547132,0,547132,547132,5381964,0,5381964,5381964,BENIGN
443,5988408,8,6,356,3694,199,0,44.5,76.15397935,1460,0,615.6666667,682.7174135,676.3066244,2.33785006,460646.7692,1570444.7,5684206,48,5988408,855486.8571,2130870.147,5684206,48,71564,14312.8,18061.1258,37393,49,0,0,0,0,172,132,1.33591432,1.00193574,0,1460,270,504.814393,254837.5714,0,0,0,1,0,0,0,0,0,289.2857143,44.5,615.6666667,172,0,0,0,0,0,0,8,356,6,3694,8192,119,3,20,304154,0,304154,304154,5684206,0,5684206,5684206,BENIGN
1540,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,5705,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
1536,4,2,0,0,0,0,0,0,0,0,0,0,0,0,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,5199,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
1647,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,10300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,40,0,0,0,0,0,0,2,31,0,0,30016,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,115862737,16,14,441,1780,430,0,27.5625,107.3175778,1780,0,127.1428571,475.7250106,19.16923471,0.258927079,3995266.793,4882406.757,10000000,50,116000000,7724182.467,4142907.89,10000000,23314,110000000,8497216.154,3740795.722,10000000,2957,0,0,0,0,332,424,0.138094442,0.120832637,0,1780,71.64516129,326.3018591,106472.9032,0,0,0,1,0,0,0,0,0,74.03333333,27.5625,127.1428571,332,0,0,0,0,0,0,16,441,14,1780,8192,946,12,20,35601.90909,41456.08656,160596,22910,10000000,3551.818402,10000000,9995870,BENIGN
1540,999965,2,0,0,0,0,0,0,0,0,0,0,0,0,2.000070002,999965,0,999965,999965,999965,999965,0,999965,999965,0,0,0,0,0,0,0,0,0,40,0,2.000070002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,5705,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
123,64005425,4,4,192,192,48,48,48,0,48,48,48,0,5.999491449,0.124989405,9143632.143,24200000,64000000,4,64000000,21300000,37000000,64000000,4,64000000,21300000,37000000,64000000,47,0,0,0,0,104,104,0.062494703,0.062494703,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,104,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,144,0,144,144,64000000,0,64000000,64000000,BENIGN
80,115085270,21,17,1679,7065,417,0,79.95238095,167.5301394,1767,0,415.5882353,772.2704399,75.97844624,0.330189954,3110412.703,4566658.932,10000000,12,115000000,5753119,4874041.987,10000000,23339,115000000,7191379.125,4371037.512,10000000,2671,0,0,0,0,432,484,0.182473396,0.147716558,0,1767,224.2051282,543.228031,295096.6937,0,0,0,1,0,0,0,0,0,230.1052632,79.95238095,415.5882353,432,0,0,0,0,0,0,21,1679,17,7065,8192,1047,15,20,452690.9091,1424896.672,4748916,22879,10000000,498.0125227,10000000,10000000,BENIGN
443,115309291,20,19,830,6195,477,0,41.5,113.3594655,1460,0,326.0526316,570.8401677,60.92310463,0.338220794,3034455.026,4573560.227,10000000,4,115000000,6068910.053,4889201.112,10000000,4,111000000,6139016.5,5024605.847,10000000,92,0,0,0,0,412,524,0.173446561,0.164774233,0,1460,175.625,421.541292,177697.0609,0,0,0,1,0,0,0,0,0,180.1282051,41.5,326.0526316,412,0,0,0,0,0,0,20,830,19,6195,8192,123,15,20,41112.90909,37720.0952,154837,29417,10000000,6497.719884,10000000,9999907,BENIGN
123,64007212,4,4,192,192,48,48,48,0,48,48,48,0,5.999323951,0.124985916,9143887.429,24200000,64000000,3,64000000,21300000,37000000,64000000,3,64000000,21300000,37000000,64000000,3,0,0,0,0,80,80,0.062492958,0.062492958,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,80,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,94,0,94,94,64000000,0,64000000,64000000,BENIGN
80,22965,1,1,0,0,0,0,0,0,0,0,0,0,0,87.08904855,22965,0,22965,22965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43.54452428,43.54452428,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,256,1047,0,20,0,0,0,0,0,0,0,0,BENIGN
1585,1001,2,0,0,0,0,0,0,0,0,0,0,0,0,1998.001998,1001,0,1001,1001,1001,1001,0,1001,1001,0,0,0,0,0,0,0,0,0,40,0,1998.001998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
443,78207207,46,70,3191,10837,737,0,69.36956522,116.5226461,1430,0,154.8142857,276.9300279,179.3696583,1.483239262,680062.6696,5524339.942,58900000,1,78200000,1737937.933,8799667.439,59000000,540,78000000,1130056.217,7122588.588,58900000,1,0,0,0,0,932,1412,0.588181087,0.895058175,0,1430,119.8974359,229.6882214,52756.67905,0,0,0,1,0,0,0,0,1,120.9310345,69.36956522,154.8142857,932,0,0,0,0,0,0,46,3191,70,10837,8192,409,28,20,6151242,4537371.279,9359648,2942836,32800000,36900000,58900000,6774488,BENIGN
443,110852984,105,150,9125,252330,1307,0,86.9047619,291.7695852,4254,0,1682.2,955.6187426,2358.574308,2.30034403,436429.0709,2016439.207,10000000,1,111000000,1065543.587,3060464.327,10000000,1,111000000,743466.3826,2604731.112,10100000,1,1,0,0,0,3360,4800,0.947200483,1.353143547,0,4254,1026.398437,1088.599167,1185048.147,0,1,0,0,1,0,0,0,1,1030.423529,86.9047619,1682.2,3360,0,0,0,0,0,0,105,9125,150,252330,4217,672,8,32,183686.3636,253899.7126,650597,36253,9890543.909,270145.9255,10000000,9340496,BENIGN
443,110366291,253,406,4104,701891,1370,0,16.22134387,148.373558,4254,0,1728.795567,760.4067463,6396.835425,5.971026063,167729.9255,1277767.927,10000000,0,110000000,437815.2421,2044077.985,10000000,1,110000000,272417.9259,1626835.576,10000000,1,1,0,0,0,8096,12992,2.292366607,3.678659456,0,4254,1071.759091,1028.401062,1057608.745,0,1,0,0,1,0,0,0,1,1073.385432,16.22134387,1728.795567,8096,0,0,0,0,0,0,253,4104,406,701891,2610,529,2,32,70812.90909,58418.94394,164069,36609,9959136.273,112365.3027,10000000,9727023,BENIGN
443,4774900,3,1,32,0,31,0,10.66666667,17.61628035,0,0,0,0,6.701711031,0.837713879,1591633.333,2736962.75,4751978,3,4774900,2387450,3376359.927,4774897,3,0,0,0,0,0,0,0,0,0,60,32,0.628285409,0.20942847,0,31,6.6,13.6491758,186.3,0,0,0,0,1,0,0,0,0,8.25,10.66666667,0,60,0,0,0,0,0,0,3,32,1,0,255,1047,1,20,0,0,0,0,0,0,0,0,BENIGN
80,15180212,3,2,2,0,1,0,0.666666667,0.577350269,0,0,0,0,0.131750466,0.329376164,3795053,4786694.381,10000000,30998,15200000,7590106,3473565.896,10000000,5133924,10000000,10000000,0,10000000,10000000,0,0,0,0,60,64,0.197625699,0.131750466,0,1,0.5,0.547722558,0.3,0,0,0,0,1,0,0,0,0,0.6,0.666666667,0,60,0,0,0,0,0,0,3,2,2,0,256,156,1,20,30998,0,30998,30998,10000000,0,10000000,10000000,BENIGN
80,15180272,3,2,2,0,1,0,0.666666667,0.577350269,0,0,0,0,0.131749945,0.329374862,3795068,4781426.668,9999710,30898,15200000,7590136,3451569.218,10000000,5149508,10000000,10000000,0,10000000,10000000,0,0,0,0,60,64,0.197624917,0.131749945,0,1,0.5,0.547722558,0.3,0,0,0,0,1,0,0,0,0,0.6,0.666666667,0,60,0,0,0,0,0,0,3,2,2,0,256,156,1,20,31054,0,31054,31054,9999710,0,9999710,9999710,BENIGN
443,116240357,21,20,896,5503,540,0,42.66666667,123.6047464,1460,0,275.15,484.8653937,55.04972769,0.35271743,2906008.925,4501204.472,10000000,3,116000000,5812017.85,4906006.329,10000000,3,111000000,5823075.263,5042635.744,10000000,49,0,0,0,0,456,544,0.180660147,0.172057283,0,1460,152.3571429,361.2243287,130483.0157,0,0,0,1,0,0,0,0,0,156.0731707,42.66666667,275.15,456,0,0,0,0,0,0,21,896,20,5503,8192,980,15,20,68995.33333,158435.3467,572094,22891,9617700.833,1273949.073,10000000,5578740,BENIGN
53,256,2,2,68,132,34,34,34,0,66,66,66,0,781250,15625,85.33333333,141.740373,249,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,7812.5,7812.5,34,66,46.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,58.5,34,66,64,0,0,0,0,0,0,2,68,2,132,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,110595913,18,15,1305,2238,435,0,72.5,166.8148851,746,0,149.2,308.8733444,32.03554186,0.29838354,3456122.281,4779691.607,10000000,43,111000000,6503495.824,4860229.671,10100000,3392,111000000,7897085.714,4167444.048,10100000,20342,0,0,0,0,584,488,0.162754658,0.135628882,0,746,104.2058824,237.921655,56606.7139,0,0,0,1,0,0,0,0,0,107.3636364,72.5,149.2,584,0,0,0,0,0,0,18,1305,15,2238,29200,357,3,32,97437.81818,195504.2092,686619,36335,9953419.364,189669.1994,10000000,9381705,BENIGN
80,4915220,2,1,1,0,1,0,0.5,0.707106781,0,0,0,0,0.203449693,0.610349079,2457610,3443130.606,4892271,22949,4915220,4915220,0,4915220,4915220,0,0,0,0,0,0,0,0,0,40,32,0.406899386,0.203449693,0,1,0.5,0.577350269,0.333333333,0,0,0,0,1,0,0,0,0,0.666666667,0.5,0,40,0,0,0,0,0,0,2,1,1,0,256,980,0,20,0,0,0,0,0,0,0,0,BENIGN
443,116194076,21,22,740,5871,373,0,35.23809524,92.0602546,1460,0,266.8636364,531.6351502,56.89618806,0.370070502,2766525.619,4425685.221,10000000,3,116000000,5809703.8,4906985.71,10000000,3,111000000,5276674.095,5124424.31,10000000,49,0,0,0,0,432,448,0.180732105,0.189338396,0,1460,150.25,394.8619497,155915.9593,0,0,0,1,0,0,0,0,1,153.744186,35.23809524,266.8636364,432,0,0,0,0,0,0,21,740,22,5871,8192,5078,15,20,88527,174989.1543,644192,37807,9594312.417,1340704.309,10000000,5345155,BENIGN
443,116028842,20,19,815,5311,457,0,40.75,109.6851355,1460,0,279.5263158,532.8291751,52.79721744,0.336123324,3053390.579,4566282.617,10000000,2,116000000,6106781.158,4842358.096,10000000,3,111000000,6146948.389,5009704.498,10000000,2,0,0,0,0,412,524,0.172370935,0.163752388,0,1460,153.15,389.5588926,151756.1308,0,0,0,1,0,0,0,0,0,157.0769231,40.75,279.5263158,412,0,0,0,0,0,0,20,815,19,5311,8192,980,15,20,68747.91667,158588.5155,572334,22815,9600322,1337013.383,10000000,5360500,BENIGN
443,115424958,21,19,721,5737,360,0,34.33333333,89.14669558,1833,0,301.9473684,587.8831586,55.94977128,0.346545502,2959614.308,4529847.734,10000000,3,115000000,5771247.9,4921438.835,10000000,3,110000000,6137648.778,4995547.275,10000000,50,0,0,0,0,444,524,0.181936388,0.164609113,0,1833,157.5121951,421.8908106,177991.8561,0,0,0,1,0,0,0,0,0,161.45,34.33333333,301.9473684,444,0,0,0,0,0,0,21,721,19,5737,8192,131,15,20,57044.27273,110769.2453,391026,23457,9986410.545,68605.28674,10000000,9779558,BENIGN
80,4900299,2,1,1,0,1,0,0.5,0.707106781,0,0,0,0,0.20406918,0.612207541,2450149.5,3432247.526,4877115,23184,4900299,4900299,0,4900299,4900299,0,0,0,0,0,0,0,0,0,40,32,0.408138361,0.20406918,0,1,0.5,0.577350269,0.333333333,0,0,0,0,1,0,0,0,0,0.666666667,0.5,0,40,0,0,0,0,0,0,2,1,1,0,256,980,0,20,0,0,0,0,0,0,0,0,BENIGN
443,115951885,21,20,825,6292,462,0,39.28571429,108.606235,1460,0,314.6,555.1671536,61.37890729,0.353594942,2898797.125,4491834.436,10000000,48,116000000,5797594.25,4897515.861,10000000,48,111000000,5826751.526,5032162.15,10000000,243,0,0,0,0,444,544,0.181109604,0.172485337,0,1460,169.452381,410.1691622,168238.7416,0,0,0,1,0,0,0,0,0,173.5853659,39.28571429,314.6,444,0,0,0,0,0,0,21,825,20,6292,8192,980,15,20,79584.33333,195288.9627,699710,23085,9583068.75,1376745.66,10000000,5220268,BENIGN
1621,48,2,0,0,0,0,0,0,0,0,0,0,0,0,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,40,0,41666.66667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,131,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
1604,10,2,0,0,0,0,0,0,0,0,0,0,0,0,200000,10,0,10,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,40,0,200000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,5109,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
443,119578193,29,19,9274,6490,935,0,319.7931034,448.6153602,649,0,341.5789474,332.9299753,131.830057,0.401410983,2544216.872,4142741.448,10000000,20,120000000,4270649.75,4671345.709,10100000,52829,120000000,6640282.222,4268430.675,10100000,207740,1,0,0,0,928,608,0.242519136,0.158891847,0,935,340.6122449,407.8804367,166366.4507,0,1,0,0,1,0,0,0,0,347.7083333,319.7931034,341.5789474,928,0,0,0,0,0,0,29,9274,19,6490,905,742,9,32,489364.5,828282.7575,2092660,36662,9470980.5,996431.5824,10000000,7432522,BENIGN
443,5467032,9,7,349,4265,192,0,38.77777778,70.85862294,1460,0,609.2857143,648.4655515,843.9679885,2.926633684,364468.8,1318997.796,5128342,4,5467032,683379,1797886.93,5128342,4,307344,51224,91480.70888,235040,57,0,0,0,0,204,152,1.646231447,1.280402237,0,1460,271.4117647,495.1676558,245191.0074,0,0,0,1,0,0,0,0,0,288.375,38.77777778,609.2857143,204,0,0,0,0,0,0,9,349,7,4265,8192,119,3,20,338686,0,338686,338686,5128342,0,5128342,5128342,BENIGN
443,110404396,15,13,1839,1298,920,0,122.6,323.5406356,649,0,99.84615385,243.7214415,28.41372367,0.25361309,4089051.704,4963819.113,10000000,52,110000000,7883361.071,4194277.086,10000000,53257,110000000,9197262.417,2787843.165,10100000,359268,0,0,0,0,480,416,0.135864155,0.117748935,0,920,108.1724138,279.9251263,78358.07635,0,0,0,0,1,0,0,0,0,112.0357143,122.6,99.84615385,480,0,0,0,0,0,0,15,1839,13,1298,267,447,2,32,71330.54545,107976.2768,396567,37056,9962038.091,172652.6157,10000000,9441971,BENIGN
123,64094256,2,2,96,96,48,48,48,0,48,48,48,0,2.995588247,0.062408088,21400000,36800000,63900000,93920,64000000,64000000,0,64000000,64000000,64000000,64000000,0,64000000,64000000,0,0,0,0,52,52,0.031204044,0.031204044,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,93920,0,93920,93920,63900000,0,63900000,63900000,BENIGN
